index,id,title,overview,release_date,popularity,vote_average,vote_count
7946,14819,Heavyweights,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",1995-02-17,3.0599,6.184,423
7947,11017,Billy Madison,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",1995-02-10,5.292,6.2,1842
7948,9968,The Big White,"To remedy his financial problems, a travel agent has his eye on a frozen corpse, which just happens to be sought after by two hitmen.",2005-10-27,4.2216,6.184,331
7949,228967,The Interview,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",2014-12-25,11.13,6.183,6305
7950,126889,Alien: Covenant,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",2017-05-09,18.5599,6.183,9555
7951,21845,Rookie of the Year,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",1993-07-07,4.4044,6.182,396
7952,13492,Frontier(s),"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",2007-07-01,3.708,6.182,817
7953,13220,Splinter,"When their plans for a nature trip go awry, Polly and boyfriend Seth decide to check into a motel. On their way, they're carjacked and kidnapped by low-rent crooks Dennis and Lacey, who take the victims and their SUV to a nearby gas station. Along the way, they encounter an increasingly terrifying horde of parasites, and if any of them intend to survive, they'll have to outsmart the deadly organisms.",2008-10-31,3.2785,6.182,820
7954,12145,Fierce Creatures,"Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.",1997-01-23,2.7753,6.182,399
7955,10185,The Midnight Meat Train,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",2008-08-07,4.8996,6.182,1286
7956,9457,Deep Rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",1998-01-30,8.809,6.182,842
7957,2768,American Gigolo,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",1980-02-01,4.6719,6.182,739
7958,694234,Under the Riccione Sun,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",2020-07-01,1.7553,6.181,569
7959,195589,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,2014-05-08,8.0104,6.181,7357
7960,195589,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,2014-05-08,8.0104,6.181,7357
7961,152792,Devil's Knot,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,2013-05-09,4.3152,6.181,725
7962,11077,Problem Child,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",1990-07-27,6.0399,6.181,935
7963,9889,Shallow Hal,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",2001-11-01,10.0523,6.181,3214
7964,945937,Fast Charlie,"When his aging mob boss is whacked, Charlie Swift, a loyal friend and hired gun, will stop at nothing to destroy the upcoming crew that took him out.",2023-12-08,12.9315,6.18,317
7965,340481,The Unknown Girl,"Jenny, a young doctor who feels guilty after a young woman she refused to see winds up dead a few days later, decides to find out who the girl was, after the police can't identify the young woman.",2016-10-05,2.3516,6.18,433
7966,89185,Radio Rebel,"High school senior Tara is so painfully shy that she dreads speaking to anyone in the hallways or getting called on in class. But in the privacy of her bedroom with her iPod in hand, she rocks out -- doing mock broadcasts for Miami's hottest FM radio station, which happens to be owned by her stepfather. When a slot opens up at The SLAM, Tara surprises herself by blossoming behind the mike into confident, ""Radio Rebel"" -- and to everyone's shock, she's a hit!",2012-06-09,3.3101,6.2,845
7967,59962,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,2012-02-14,7.2488,6.18,3646
7968,47533,Scooby-Doo! Curse of the Lake Monster,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",2010-10-16,3.7318,6.18,535
7969,12154,3 Men and a Baby,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,1987-11-27,3.9837,6.18,1117
7970,11699,Bad Lieutenant: Port of Call New Orleans,"Terrence McDonagh is a New Orleans Police sergeant, who receives a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",2009-09-11,5.5427,6.18,1296
7971,10025,Just My Luck,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",2006-05-12,7.4832,6.18,2036
7972,4722,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",1993-06-09,4.1169,6.2,488
7973,331,Jurassic Park III,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",2001-07-18,0.8311,6.18,7975
7974,258363,Desierto,"A group of Mexican emigrants attempts to cross the Mexican-US border. What begins as a hopeful journey becomes a harrowing, bloody and primal fight for survival when a deranged, rifle-toting vigilante and his loyal Belgian Malinois dog chase the group of unarmed men and women through the treacherous borderland. In the harsh, unforgiving desert terrain, the odds are stacked firmly against them as they discover there’s nowhere to hide from the unrelenting, merciless killer.",2015-04-12,3.3424,6.179,400
7975,227159,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",2014-11-12,9.811,6.179,4443
7976,75638,Red Lights,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",2012-03-02,6.3842,6.179,1425
7977,5971,We're No Angels,Two escaped cons' only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,1989-06-02,2.6241,6.179,554
7978,485894,Naples in Veils,"In a Naples suspended between magic and superstition, madness and rationality, a mystery envelops the existence of Adriana, overwhelmed by a sudden love and a violent crime.",2017-12-28,1.7309,6.178,476
7979,339994,The Good Neighbor,Two high school filmmakers decide to create the illusion of a haunting on an unsuspecting neighbor.,2016-09-16,2.7712,6.178,486
7980,13969,First Daughter,"Samantha MacKenzie, the daughter of the president of the United States, arrives at college with a group of Secret Service agents. Samantha, however, resents their presence and decides she wants to attend school just like a normal student.",2004-09-24,5.8854,6.178,1022
7981,13637,Sukiyaki Western Django,"A nameless gunfighter arrives in a town ripped apart by rival gangs and, though courted by both to join, chooses his own path.",2007-09-15,3.0509,6.178,365
7982,10489,Cujo,"A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.",1983-08-10,5.1086,6.178,1153
7983,1087388,Sting,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the truth about her pet and fight for her family's survival.",2024-04-12,4.6002,6.177,540
7984,848791,The Stranger,"Two strangers strike up a conversation on a long journey. However, neither is who they appear to be, each carry secrets that threaten to ruin them — and in the background, one of the nation's largest police operations is closing in.",2022-10-06,4.203,6.177,423
7985,81390,A Lonely Place to Die,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,2011-04-09,3.3293,6.177,656
7986,15413,Don't Tell Mom the Babysitter's Dead,"Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",1991-06-07,3.4993,6.2,496
7987,9545,Sniper,Tough guy Thomas Beckett is a US Marine working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller.,1993-01-29,4.318,6.177,481
7988,760926,Gold,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",2022-01-13,4.6737,6.176,662
7989,393717,The Crew,"One of the members of a gang of thieves commits a serious mistake that force them to work for a ruthless gang of drug dealers, endangering the future of the team, their lives and those of their families.",2016-05-04,2.1181,6.176,358
7990,8078,Alien Resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",1997-11-12,17.6313,6.176,5666
7991,585759,The Coldest Game,"Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.",2019-11-08,4.1143,6.175,332
7992,515741,Angel of Mine,A woman grieving over the death of her daughter loses grip of reality when she begins to think her girl may still be alive.,2019-08-15,3.497,6.175,311
7993,19004,The Land Before Time III: The Time of the Great Giving,"A huge meteorite has plunged into the Great Valley, cutting off the water supply and causing tension among the once-peaceful dinosaurs.  While the adults argue and turn against one another, Littlefoot and his friends venture out to find a new source of water, only to be constantly bullied by a trio of older dinosaurs. The journey becomes a fight for survival when the group is cornered by a pack of Velociraptors and trapped by a sudden wildfire.",1995-03-16,3.5056,6.2,418
7994,11917,Saw V,"Following Jigsaw's grisly demise, Detective Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",2008-10-23,12.1677,6.175,3864
7995,13186,Wrong Turn 2: Dead End,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,2007-08-25,10.5968,6.174,1586
7996,11415,House,A divorced horror novelist coming to terms with the disappearance of his young son inherits an old mansion home to malevolent supernatural residents.,1985-12-06,3.5044,6.174,635
7997,11357,Halloween 4: The Return of Michael Myers,"Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece.",1988-10-21,6.5941,6.174,2085
7998,10632,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallam. A former Special Operations instructor is approached and asked to apprehend Hallam—his former student—who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",2003-03-11,7.5254,6.174,937
7999,208134,Jackass Presents: Bad Grandpa,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",2013-10-22,4.7019,6.173,1718
8000,489243,The Hummingbird Project,A pair of high-frequency traders go up against their old boss in an effort to make millions in a fiber-optic cable deal.,2019-03-15,3.5846,6.172,412
8001,341006,The Belko Experiment,A group of eighty American workers are locked in their office and ordered by an unknown voice to participate in a twisted game.,2017-03-17,5.3302,6.172,1695
8002,55846,Blitz,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,2011-05-20,5.9652,6.172,1854
8003,18781,The Haunting in Connecticut,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",2009-03-27,4.6377,6.172,1216
8004,2058,Addicted to Love,"Good-natured astronomer Sam is devastated when the love of his life leaves him for a suave Frenchman. He therefore does what every other normal dumpee would do — go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, wait until she decides to leave her current lover, and then win her back.",1997-05-23,3.1223,6.172,450
8005,763149,Aftermath,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",2021-08-04,3.2321,6.171,671
8006,747687,The Catholic School,"Three well-off young men—former students at Rome’s prestigious all-boys Catholic high school San Leone Magno—brutally tortured, raped, and murdered two young women in 1975. The event, which came to be known as the Circeo massacre, shocked and captivated the country, exposing the violence and dark underbelly of the upper middle class at a moment when the traditional structures of family and religion were seen as under threat.",2021-10-07,1.9056,6.171,455
8007,689700,Clean,"Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.",2022-01-28,2.7225,6.171,454
8008,419831,I Kill Giants,"Sophia, a new high school student, tries to make friends with Barbara, who tells her that “she kills giants,” protecting this way her hometown and its inhabitants, who do not understand her strange behavior.",2017-11-15,4.0907,6.171,1263
8009,136418,Hummingbird,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.",2013-05-07,6.8362,6.171,1898
8010,13387,Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",2008-11-26,8.6863,6.171,3730
8011,10908,Inferno,"Eddie Lomax is a drifter who has been in a suicidal funk since the death of his close friend Johnny. Riding his motorcycle into a small desert town where Johnny once lived, Lomax is confronted by a gang of toughs, who beat him and steal his bike. However, Lomax is not a man to take an injustice lying down, and soon he begins exacting a violent revenge on the men who stole his motorcycle, with local handyman Jubal Early lending a hand and several area ladies offering aid and comfort.",1999-09-25,6.3422,6.171,356
8012,10739,Anything Else,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda. He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",2003-08-27,2.2035,6.17,675
8013,10425,The Death and Life of Bobby Z,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.",2007-07-23,3.9991,6.2,412
8014,85872,Le Chef,"A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy.",2012-03-07,3.0866,6.17,643
8015,13888,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",1991-08-02,6.118,6.17,1260
8016,11234,The Omega Man,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain; sensitive to light, and homicidally psychotic.",1971-08-01,3.9674,6.17,625
8017,347126,God's Not Dead 2,"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.",2016-04-01,2.9076,6.2,428
8018,157851,Maps to the Stars,"Driven by an intense need for fame and validation, members of a dysfunctional Hollywood family chase celebrity, one another, and the relentless ghosts of their pasts. Their fragile ecosystem is disrupted by the arrival of Agatha, the scarred and estranged pyromaniac daughter.",2014-05-21,4.1143,6.168,1157
8019,10345,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",1989-04-28,4.3623,6.169,1071
8020,347126,God's Not Dead 2,"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.",2016-04-01,2.9076,6.2,428
8021,10345,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",1989-04-28,4.3623,6.169,1071
8022,1620,Hitman,"A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",2007-11-21,8.7913,6.169,3710
8023,457041,Elizabeth Harvest,"The newly married Elizabeth arrives with her new husband, the scientist Henry, at a magnificent house. He tells her that she can do there anything she pleases, except to enter a certain closed room.",2018-08-10,2.4314,6.168,395
8024,272435,Gemma Bovery,"Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only are the names of the new arrivals Gemma and Charles Bovery, but their behavior also seems to be inspired by Flaubert's heroes.",2014-09-10,3.1264,6.168,349
8025,157851,Maps to the Stars,"Driven by an intense need for fame and validation, members of a dysfunctional Hollywood family chase celebrity, one another, and the relentless ghosts of their pasts. Their fragile ecosystem is disrupted by the arrival of Agatha, the scarred and estranged pyromaniac daughter.",2014-05-21,4.1143,6.168,1157
8026,663,Saw IV,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",2007-10-25,8.3382,6.168,4175
8027,326285,American Pastoral,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",2016-10-20,3.434,6.167,747
8028,157829,The Disappearance of Eleanor Rigby: Them,A New York couple's relationship is tested after the loss of their child. This film is the wide-released combination of the original two :him and :her volumes that premiered at the Cannes Film Festival.,2014-05-14,2.4953,6.167,317
8029,31582,Flawless,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,1999-11-26,2.5878,6.167,305
8030,14170,Funny Farm,"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.",1988-06-03,2.7308,6.167,302
8031,13673,Christmas with the Kranks,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair calls on Christmas Eve to announce a surprise visit with her new fiancée, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",2004-11-24,6.2637,6.167,1322
8032,11355,Never Been Kissed,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",1999-04-09,4.5917,6.167,1600
8033,1644,The Vanishing,The boyfriend of an abducted woman never gives up the search as the abductor looks on.,1993-02-05,4.3169,6.167,572
8034,597433,Beckett,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2021-08-04,2.6924,6.166,748
8035,411143,Tau,"Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house.",2018-06-29,2.7787,6.166,1390
8036,87496,The Company You Keep,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,2012-12-20,3.5461,6.166,795
8037,45658,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011-05-13,2.3075,6.166,674
8038,14362,Out for Justice,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,1991-04-12,4.8537,6.166,522
8039,11384,The Hard Way,"Seeking to raise his credibility as an actor and to land a role as a tough cop on a new show, Hollywood action star Nick Lang works a deal with New York City Police Capt. Brix, who by chance is one of his fans. Nick will be paired with detective Lt. John Moss and learn how to act like a real cop. But when Nick drives John crazy with questions and imitating him, he gets in the way of John's pursuit of a serial killer.",1991-03-08,4.18,6.166,491
8040,10869,Herbie Rides Again,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,1974-02-12,3.6647,6.166,444
8041,10781,The Texas Chainsaw Massacre: The Beginning,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",2006-10-05,6.869,6.166,1998
8042,750253,My Son,"When a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. [To play a man whose life is clouded by mystery, McAvoy will not be given a script of dialogue.]",2021-09-23,4.2727,6.165,521
8043,11892,Murder by Numbers,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",2002-04-19,4.6969,6.165,1196
8044,11169,Spartan,"U.S. government agent Scott is assigned to rescue the daughter of a high-ranking government official. As willing as he is to bend the rules to get things done, though, Scott is shocked to find that others are willing to go even further to protect a political career.",2004-03-12,2.4211,6.165,426
8045,199928,The Outsider,A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.,2018-03-09,2.9216,6.164,701
8046,58431,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen's classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet is a master of martial arts and weaponry and the handsome Mr. Darcy is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",2016-02-04,7.1428,6.2,2337
8047,50479,Avalon High,"Elaine ""Ellie"" Harrison has just moved from Minnesota to Annapolis, Maryland while her parents take a year-long sabbatical to continue their medieval studies in nearby Washington D.C. Her new high school, Avalon High, seems like a typical high school with the stereotypical students: Lance the jock, Jennifer the cheerleader, Marco, the bad boy/desperado, and Will, the senior class president, quarterback, and all around good guy. But not everyone at Avalon High is who they appear to be, not even Ellie herself. Eventually, it becomes apparent that Avalon High is a situation where the ancient Arthurian legend is repeating itself.",2011-01-28,3.4115,6.164,574
8048,9280,Femme Fatale,"A $10-million diamond rip-off, a stolen identity, a new life married to a diplomat. Laure Ash has risked big, won big. But then a tabloid shutterbug snaps her picture in Paris, and suddenly, enemies from Laure's secret past know who and where she is. And they all want their share of the diamond heist. Or her life. Or both.",2002-04-30,6.218,6.164,671
8049,400106,Bright,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017-12-22,6.211,6.163,6026
8050,12262,The Hills Have Eyes,"Taking an ill-advised detour en-route to California, the Carter family soon run into trouble when their RV breaks down in the middle of the desert. Stranded, they find themselves at the mercy of monstrous cannibals lurking in the surrounding hills.",1977-07-22,3.7142,6.163,1020
8051,1241921,A Big Bold Beautiful Journey,"Sarah and David are single strangers who meet at a mutual friend’s wedding and soon, through a surprising twist of fate, find themselves on a funny, fantastical, sweeping adventure together where they get to re-live important moments from their respective pasts, illuminating how they got to where they are in the present... and possibly getting a chance to alter their futures.",2025-09-17,8.1185,6.162,422
8052,209247,The Art of the Steal,"Crunch Calhoun, a third-rate motorcycle daredevil and part-time art thief, teams up with his snaky brother to steal one of the most valuable books in the world. But it's not just about the book for Crunch — he's keen to rewrite some chapters of his own past as well.",2013-09-20,2.7173,6.162,623
8053,13282,Death Race 2000,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",1975-04-30,3.9986,6.162,580
8054,2577,Code 46,"In a dystopian future, insurance fraud investigator William Gold arrives in Shanghai to investigate a forgery ring for ""papelles"", futuristic passports that record people's identities and genetics. Gold falls for Maria Gonzalez, the woman in charge of the forgeries. After a passionate affair, Gold returns home, having named a coworker as the culprit. But when one of Gonzalez's customers is found dead, Gold is sent back to Shanghai to complete the investigation.",2003-09-02,3.61,6.162,402
8055,446807,The Girl in the Spider's Web,"After being enlisted to recover a dangerous computer program, hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",2018-10-25,6.8107,6.161,1542
8056,309886,Blood Father,An ex-con reconnects with his estranged teenage daughter while fighting to keep her alive after she becomes a target of violent drug dealers.,2016-08-11,4.6952,6.161,1688
8057,102362,Dead Man Down,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",2013-03-08,6.1282,6.161,1577
8058,11418,National Lampoon's European Vacation,"The Griswolds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",1985-07-25,5.2729,6.161,1015
8059,9039,Trapped,"When their daughter is abducted by experienced kidnappers, the Jennings turn the tables on their seemingly fool-proof plan.",2002-09-20,3.9107,6.161,625
8060,858017,I Saw the TV Glow,"In late-90s suburbia, a lonely teenager meets a girl at school who introduces him to a mysterious late-night T.V. show — a vision of a supernatural world pulsing beneath their own. As time goes on, however, questions begin to arise about why the show sometimes seems more real than their own lives. In the pale glow of the television, their view of reality begins to crack.",2024-05-03,10.1584,6.157,751
